#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
ERR971974_assembledsta,NODE_25_length_81138_cov_40.210352,13929,14348,+,fosA_6,1-420/420,===============,0/0,100,96.43,resfinder,ACZD01000244,fosA,Fosfomycin
ERR971974_assembledsta,NODE_41_length_18326_cov_58.696240,1574,2434,-,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
ERR971974_assembledsta,NODE_41_length_18326_cov_58.696240,5960,6835,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971974_assembledsta,NODE_41_length_18326_cov_58.696240,9657,10517,+,blaTEM-1A_1,1-861/861,===============,0/0,100,100,resfinder,HM749966,blaTEM-1A,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971974_assembledsta,NODE_45_length_7762_cov_59.277021,1824,2306,+,dfrA14_5,1-483/483,===============,0/0,100,99.59,resfinder,DQ388123,dfrA14,Trimethoprim
ERR971974_assembledsta,NODE_49_length_5743_cov_78.346695,2755,3591,-,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
ERR971974_assembledsta,NODE_49_length_5743_cov_78.346695,3591,4394,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,99.88,resfinder,AF321551,aph(3'')-Ib,Streptomycin
ERR971974_assembledsta,NODE_49_length_5743_cov_78.346695,4455,5270,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971974_assembledsta,NODE_61_length_2734_cov_61.306831,1541,2185,-,qnrB1_1,1-645/645,===============,0/0,100,100,resfinder,DQ351241,qnrB1,Ciprofloxacin
ERR971975_1_SPAdes_assemblysta,NODE_109_length_3828_cov_32.400212,1486,2754,+,tet(A)_6,1-1247/1275,========/======,Jan-22,97.8,93.22,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
ERR971975_1_SPAdes_assemblysta,NODE_118_length_2708_cov_31.796080,1751,2611,-,aac(3)-IIa_1,1-861/861,===============,0/0,100,99.77,resfinder,X51534,aac(3)-IIa,Gentamicin;Tobramycin
ERR971975_1_SPAdes_assemblysta,NODE_122_length_2293_cov_35.268543,52,496,-,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
ERR971975_1_SPAdes_assemblysta,NODE_122_length_2293_cov_35.268543,634,1464,-,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
ERR971975_1_SPAdes_assemblysta,NODE_122_length_2293_cov_35.268543,1595,2194,-,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
ERR971975_1_SPAdes_assemblysta,NODE_133_length_1440_cov_49.445487,589,1440,-,ant(3'')-Ia_1,121-972/972,.==============,0/0,87.65,99.77,resfinder,X02340,ant(3'')-Ia,Streptomycin
ERR971975_1_SPAdes_assemblysta,NODE_143_length_874_cov_35.372443,1,652,-,catA1_1,1-652/660,===============,0/0,98.79,99.85,resfinder,V00622,catA1,Chloramphenicol
ERR971975_1_SPAdes_assemblysta,NODE_35_length_59874_cov_43.243518,22727,23146,+,fosA_3,1-420/420,===============,0/0,100,99.76,resfinder,ACWO01000079,fosA,Fosfomycin
ERR971975_1_SPAdes_assemblysta,NODE_38_length_58416_cov_40.335207,3441,4616,+,oqxA_1,1-1176/1176,===============,0/0,100,99.32,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR971975_1_SPAdes_assemblysta,NODE_38_length_58416_cov_40.335207,4640,7792,+,oqxB_1,1-3153/3153,===============,0/0,100,99.27,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR971975_1_SPAdes_assemblysta,NODE_84_length_10959_cov_36.145543,474,1289,+,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971975_1_SPAdes_assemblysta,NODE_84_length_10959_cov_36.145543,1350,2153,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
ERR971975_1_SPAdes_assemblysta,NODE_84_length_10959_cov_36.145543,2153,2989,+,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
ERR971975_1_SPAdes_assemblysta,NODE_84_length_10959_cov_36.145543,3710,4570,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971975_1_SPAdes_assemblysta,NODE_84_length_10959_cov_36.145543,7392,8267,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971975_1_SPAdes_assemblysta,NODE_96_length_6236_cov_38.655719,297,779,+,dfrA14_5,1-483/483,===============,0/0,100,99.59,resfinder,DQ388123,dfrA14,Trimethoprim
ERR971975_1_SPAdes_assemblysta,NODE_97_length_5979_cov_33.903106,4460,5104,+,qnrB1_1,1-645/645,===============,0/0,100,100,resfinder,DQ351241,qnrB1,Ciprofloxacin
ERR971976_1_SPAdes_assemblysta,NODE_17_length_123701_cov_42.484051,64950,66125,+,oqxA_1,1-1176/1176,===============,0/0,100,99.23,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR971976_1_SPAdes_assemblysta,NODE_17_length_123701_cov_42.484051,66149,69301,+,oqxB_1,1-3153/3153,===============,0/0,100,98.83,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR971976_1_SPAdes_assemblysta,NODE_1_length_558595_cov_31.490248,25965,26825,+,blaSHV-106_1,1-861/861,===============,0/0,100,99.88,resfinder,AM922307,blaSHV-106,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971976_1_SPAdes_assemblysta,NODE_26_length_80924_cov_43.044195,15452,15871,+,fosA6_1,1-420/433,===============,0/0,97,99.52,resfinder,KU254579,fosA6,Fosfomycin
ERR971976_1_SPAdes_assemblysta,NODE_43_length_10089_cov_24.496612,299,1174,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971976_1_SPAdes_assemblysta,NODE_43_length_10089_cov_24.496612,7824,8297,-,dfrA30_1,1-474/474,===============,0/0,100,99.58,resfinder,AM997279,dfrA30,
ERR971976_1_SPAdes_assemblysta,NODE_47_length_4792_cov_24.210893,253,1113,-,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
ERR971976_1_SPAdes_assemblysta,NODE_47_length_4792_cov_24.210893,1295,2155,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971976_1_SPAdes_assemblysta,NODE_54_length_1883_cov_141.434902,84,887,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
ERR971976_1_SPAdes_assemblysta,NODE_54_length_1883_cov_141.434902,887,1723,+,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
ERR971976_1_SPAdes_assemblysta,NODE_58_length_1509_cov_25.802613,147,788,-,catA2_1,1-642/642,===============,0/0,100,96.11,resfinder,X53796,catA2,Chloramphenicol
ERR971976_1_SPAdes_assemblysta,NODE_61_length_944_cov_166.349831,33,848,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971977_1_SPAdes_assemblysta,NODE_14_length_127292_cov_36.304385,72760,73935,+,oqxA_1,1-1176/1176,===============,0/0,100,99.41,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR971977_1_SPAdes_assemblysta,NODE_14_length_127292_cov_36.304385,73959,77111,+,oqxB_1,1-3153/3153,===============,0/0,100,99.21,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR971977_1_SPAdes_assemblysta,NODE_22_length_90304_cov_37.945805,24457,24876,+,fosA_3,1-420/420,===============,0/0,100,99.76,resfinder,ACWO01000079,fosA,Fosfomycin
ERR971977_1_SPAdes_assemblysta,NODE_54_length_14303_cov_56.400197,1329,1802,+,dfrA30_1,1-474/474,===============,0/0,100,99.58,resfinder,AM997279,dfrA30,
ERR971977_1_SPAdes_assemblysta,NODE_54_length_14303_cov_56.400197,8452,9327,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971977_1_SPAdes_assemblysta,NODE_54_length_14303_cov_56.400197,12149,13009,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971977_1_SPAdes_assemblysta,NODE_54_length_14303_cov_56.400197,13191,14051,+,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
ERR971977_1_SPAdes_assemblysta,NODE_61_length_9894_cov_53.792967,5220,6035,+,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971977_1_SPAdes_assemblysta,NODE_70_length_4575_cov_43.539381,3653,4312,-,catA1_1,1-660/660,===============,0/0,100,99.85,resfinder,V00622,catA1,Chloramphenicol
ERR971977_1_SPAdes_assemblysta,NODE_76_length_3635_cov_39.753911,756,1940,+,tet(D)_1,1-1185/1185,===============,0/0,100,100,resfinder,AF467077,tet(D),Doxycycline;Tetracycline
ERR971977_1_SPAdes_assemblysta,NODE_82_length_2702_cov_55.926709,188,1054,-,blaSHV-187_1,1-867/867,===============,0/0,100,99.54,resfinder,LN515533,blaSHV-187,
ERR971977_1_SPAdes_assemblysta,NODE_92_length_1508_cov_60.296628,721,1362,+,catA2_1,1-642/642,===============,0/0,100,96.11,resfinder,X53796,catA2,Chloramphenicol
ERR971978_1_SPAdes_assemblysta,NODE_10_length_189488_cov_29.238733,68130,68990,-,blaSHV-178_1,1-861/861,===============,0/0,100,99.88,resfinder,KF705209,blaSHV-178,
ERR971978_1_SPAdes_assemblysta,NODE_21_length_110945_cov_36.913572,54398,57550,-,oqxB_1,1-3153/3153,===============,0/0,100,98.32,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR971978_1_SPAdes_assemblysta,NODE_21_length_110945_cov_36.913572,57574,58749,-,oqxA_1,1-1176/1176,===============,0/0,100,99.58,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR971978_1_SPAdes_assemblysta,NODE_26_length_81123_cov_39.799674,13916,14335,+,fosA_6,1-420/420,===============,0/0,100,96.43,resfinder,ACZD01000244,fosA,Fosfomycin
ERR971978_1_SPAdes_assemblysta,NODE_47_length_13283_cov_40.346386,309,782,+,dfrA30_1,1-474/474,===============,0/0,100,99.58,resfinder,AM997279,dfrA30,
ERR971978_1_SPAdes_assemblysta,NODE_47_length_13283_cov_40.346386,7432,8307,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971978_1_SPAdes_assemblysta,NODE_47_length_13283_cov_40.346386,11129,11989,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971978_1_SPAdes_assemblysta,NODE_47_length_13283_cov_40.346386,12171,13031,+,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
ERR971978_1_SPAdes_assemblysta,NODE_54_length_5153_cov_37.946842,478,1293,+,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971978_1_SPAdes_assemblysta,NODE_61_length_3339_cov_26.643423,122,1043,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
ERR971978_1_SPAdes_assemblysta,NODE_65_length_1989_cov_40.058945,191,993,+,aph(3'')-Ib_2,2-804/804,===============,0/0,99.88,100,resfinder,AF024602,aph(3'')-Ib,Streptomycin
ERR971978_1_SPAdes_assemblysta,NODE_65_length_1989_cov_40.058945,993,1829,+,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
ERR971978_1_SPAdes_assemblysta,NODE_67_length_1647_cov_32.528266,59,541,+,dfrA14_5,1-483/483,===============,0/0,100,99.59,resfinder,DQ388123,dfrA14,Trimethoprim
ERR971978_1_SPAdes_assemblysta,NODE_70_length_1508_cov_43.634549,147,788,-,catA2_1,1-642/642,===============,0/0,100,96.11,resfinder,X53796,catA2,Chloramphenicol
ERR971980_contigssta,NODE_25_length_67262_cov_36.838365,8511,9686,+,oqxA_1,1-1176/1176,===============,0/0,100,99.23,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR971980_contigssta,NODE_25_length_67262_cov_36.838365,9710,12862,+,oqxB_1,1-3153/3153,===============,0/0,100,98.86,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR971980_contigssta,NODE_2_length_404265_cov_29.857614,12300,13160,-,blaSHV-106_1,1-861/861,===============,0/0,100,99.88,resfinder,AM922307,blaSHV-106,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971980_contigssta,NODE_37_length_43094_cov_40.292502,27224,27643,-,fosA6_1,1-420/433,===============,0/0,97,99.76,resfinder,KU254579,fosA6,Fosfomycin
ERR971980_contigssta,NODE_53_length_17320_cov_33.497538,9220,10080,-,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
ERR971980_contigssta,NODE_57_length_11556_cov_28.254847,124,1045,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
ERR971980_contigssta,NODE_57_length_11556_cov_28.254847,6340,7206,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
ERR971980_contigssta,NODE_57_length_11556_cov_28.254847,7684,8485,-,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
ERR971980_contigssta,NODE_57_length_11556_cov_28.254847,8883,9380,-,dfrA12_8,1-498/498,===============,0/0,100,100,resfinder,AM040708,dfrA12,Trimethoprim
ERR971980_contigssta,NODE_64_length_7450_cov_35.356592,2691,3566,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971980_contigssta,NODE_64_length_7450_cov_35.356592,6388,7248,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971980_contigssta,NODE_65_length_6651_cov_32.965553,4159,5364,+,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
ERR971980_contigssta,NODE_72_length_2888_cov_26.736322,277,936,+,catA1_1,1-660/660,===============,0/0,100,99.85,resfinder,V00622,catA1,Chloramphenicol
ERR971980_contigssta,NODE_76_length_2296_cov_35.973672,102,701,+,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
ERR971980_contigssta,NODE_76_length_2296_cov_35.973672,832,1662,+,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
ERR971980_contigssta,NODE_76_length_2296_cov_35.973672,1800,2244,+,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
ERR971980_contigssta,NODE_81_length_1883_cov_28.770241,161,997,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
ERR971980_contigssta,NODE_81_length_1883_cov_28.770241,997,1800,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
ERR971980_contigssta,NODE_82_length_1852_cov_69.328325,33,848,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971980_contigssta,NODE_86_length_1505_cov_32.123448,720,1361,+,catA2_1,1-642/642,===============,0/0,100,96.11,resfinder,X53796,catA2,Chloramphenicol
ERR971980_contigssta,NODE_93_length_1147_cov_31.931319,192,1007,-,aph(3')-Ia_1,1-816/816,===============,0/0,100,100,resfinder,V00359,aph(3')-Ia,
ERR971982_contigssta,NODE_13_length_131010_cov_37.912611,54401,57553,-,oqxB_1,1-3153/3153,===============,0/0,100,98.83,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR971982_contigssta,NODE_13_length_131010_cov_37.912611,57577,58752,-,oqxA_1,1-1176/1176,===============,0/0,100,99.23,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR971982_contigssta,NODE_1_length_873490_cov_29.071243,479167,480027,-,blaSHV-106_1,1-861/861,===============,0/0,100,99.88,resfinder,AM922307,blaSHV-106,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971982_contigssta,NODE_54_length_7503_cov_27.620838,2672,3538,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
ERR971982_contigssta,NODE_54_length_7503_cov_27.620838,4035,5261,-,ere(A)_2,1-1227/1227,===============,0/0,100,100,resfinder,AF099140,ere(A),Erythromycin
ERR971982_contigssta,NODE_54_length_7503_cov_27.620838,5412,5885,-,dfrA5_1,1-474/474,===============,0/0,100,100,resfinder,X12868,dfrA5,Trimethoprim
ERR971982_contigssta,NODE_54_length_7503_cov_27.620838,6019,6561,-,ARR-3_4,1-543/543,===============,0/0,100,99.82,resfinder,FM207631,ARR-3,
ERR971982_contigssta,NODE_58_length_5498_cov_72.271541,1986,2861,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971982_contigssta,NODE_5_length_254314_cov_36.415730,15513,15932,+,fosA6_1,1-420/433,===============,0/0,97,99.52,resfinder,KU254579,fosA6,Fosfomycin
ERR971982_contigssta,NODE_62_length_5153_cov_66.020400,3861,4676,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971982_contigssta,NODE_74_length_2295_cov_42.691518,102,701,+,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
ERR971982_contigssta,NODE_74_length_2295_cov_42.691518,832,1662,+,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
ERR971982_contigssta,NODE_74_length_2295_cov_42.691518,1800,2244,+,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
ERR971982_contigssta,NODE_78_length_1875_cov_42.709890,141,965,-,blaOXA-9_1,1-825/825,===============,0/0,100,99.88,resfinder,KQ089875,blaOXA-9,Amoxicillin;Ampicillin
ERR971982_contigssta,NODE_78_length_1875_cov_42.709890,1025,1826,-,ant(3'')-Ia_1,168-972/972,..======/======,01-Mar,82.51,99.25,resfinder,X02340,ant(3'')-Ia,Streptomycin
ERR971982_contigssta,NODE_83_length_1505_cov_66.289655,720,1361,+,catA2_1,1-642/642,===============,0/0,100,96.11,resfinder,X53796,catA2,Chloramphenicol
ERR971982_contigssta,NODE_95_length_1101_cov_66.282027,39,899,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971982_contigssta,NODE_97_length_1015_cov_35.296875,57,917,-,aac(3)-IIa_1,1-861/861,===============,0/0,100,99.77,resfinder,X51534,aac(3)-IIa,Gentamicin;Tobramycin
ERR971984_1_SPAdes_assemblysta,NODE_22_length_96652_cov_40.722269,22634,23053,+,fosA6_1,1-420/433,===============,0/0,97,99.76,resfinder,KU254579,fosA6,Fosfomycin
ERR971984_1_SPAdes_assemblysta,NODE_2_length_366475_cov_28.217199,299668,300528,+,blaSHV-106_1,1-861/861,===============,0/0,100,99.88,resfinder,AM922307,blaSHV-106,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971984_1_SPAdes_assemblysta,NODE_30_length_63952_cov_36.662504,54402,57554,-,oqxB_1,1-3153/3153,===============,0/0,100,98.57,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR971984_1_SPAdes_assemblysta,NODE_30_length_63952_cov_36.662504,57578,58753,-,oqxA_1,1-1176/1176,===============,0/0,100,98.89,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR971984_1_SPAdes_assemblysta,NODE_48_length_17524_cov_84.440838,5963,6829,-,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
ERR971984_1_SPAdes_assemblysta,NODE_48_length_17524_cov_84.440838,7260,8105,-,aadA16_1,1-846/846,===============,0/0,100,99.64,resfinder,EU675686,aadA16,Streptomycin
ERR971984_1_SPAdes_assemblysta,NODE_48_length_17524_cov_84.440838,8286,8759,-,dfrA27_1,1-474/474,===============,0/0,100,100,resfinder,FJ459817,dfrA27,Trimethoprim
ERR971984_1_SPAdes_assemblysta,NODE_48_length_17524_cov_84.440838,8892,9384,-,ARR-3_4,51-543/543,.==============,0/0,90.79,99.19,resfinder,FM207631,ARR-3,
ERR971984_1_SPAdes_assemblysta,NODE_48_length_17524_cov_84.440838,9441,10040,-,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
ERR971984_1_SPAdes_assemblysta,NODE_57_length_5911_cov_103.208333,3277,4152,-,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971984_1_SPAdes_assemblysta,NODE_63_length_3732_cov_74.257819,740,1576,-,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
ERR971984_1_SPAdes_assemblysta,NODE_63_length_3732_cov_74.257819,1576,2379,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,99.88,resfinder,AF321551,aph(3'')-Ib,Streptomycin
ERR971984_1_SPAdes_assemblysta,NODE_63_length_3732_cov_74.257819,2440,3255,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971984_1_SPAdes_assemblysta,NODE_69_length_2112_cov_47.229460,1092,1952,-,aac(3)-IIa_1,1-861/861,===============,0/0,100,100,resfinder,X51534,aac(3)-IIa,Gentamicin;Tobramycin
ERR971984_1_SPAdes_assemblysta,NODE_72_length_1507_cov_61.907025,146,787,-,catA2_1,1-642/642,===============,0/0,100,96.11,resfinder,X53796,catA2,Chloramphenicol
ERR971984_1_SPAdes_assemblysta,NODE_78_length_1073_cov_123.443026,177,1037,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971985sta,NODE_12_length_174419_cov_50.399624,164704,165950,-,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
ERR971985sta,NODE_14_length_166138_cov_42.341510,54401,57553,-,oqxB_1,1-3153/3153,===============,0/0,100,99.08,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR971985sta,NODE_14_length_166138_cov_42.341510,57577,58752,-,oqxA_1,1-1176/1176,===============,0/0,100,99.32,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR971985sta,NODE_26_length_86667_cov_43.264663,72412,72831,-,fosA_3,1-420/420,===============,0/0,100,99.29,resfinder,ACWO01000079,fosA,Fosfomycin
ERR971985sta,NODE_39_length_11682_cov_35.950202,2356,3231,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971985sta,NODE_39_length_11682_cov_35.950202,9881,10354,-,dfrA30_1,1-474/474,===============,0/0,100,99.58,resfinder,AM997279,dfrA30,
ERR971985sta,NODE_45_length_4844_cov_51.666736,279,938,+,catA1_1,1-660/660,===============,0/0,100,99.85,resfinder,V00622,catA1,Chloramphenicol
ERR971985sta,NODE_4_length_287809_cov_31.674295,218774,219634,+,blaSHV-110_1,1-861/861,===============,0/0,100,99.65,resfinder,HQ877615,blaSHV-110,
ERR971985sta,NODE_56_length_1784_cov_50.125506,84,887,+,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
ERR971985sta,NODE_56_length_1784_cov_50.125506,887,1723,+,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
ERR971985sta,NODE_60_length_1508_cov_35.845148,147,788,-,catA2_1,1-642/642,===============,0/0,100,96.11,resfinder,X53796,catA2,Chloramphenicol
